,bill_no,cashier_id
9008,558077,4
9009,558078,1
9010,558079,2
9011,558083,2
9012,558084,1
9013,558085,4
9014,558086,3
9015,558087,1
9016,558089,7
9017,558090,1
9018,558092,1
9019,558093,2
9020,558094,1
9021,558096,4
9022,558098,2
9023,558099,1
9024,558100,4
9025,558101,1
9026,558102,2
9027,558103,1
9028,558104,1
9029,558105,3
9030,558107,1
9031,558108,9
9032,558109,26
9033,558111,1
9034,558115,4
9035,558116,2
9036,558117,2
9037,558118,4
9038,558119,4
9039,558120,1
9040,558121,2
9041,558122,3
9042,558123,1
9043,558124,27
9044,558125,1
9045,558126,1
9046,558127,1
9047,558159,1
9048,558181,1
9049,558182,2
9050,558183,1
9051,558191,4
9052,558192,3
9053,558193,1
9054,558194,2
9055,558195,2
9056,558196,4
9057,558197,1
9058,558198,1
9059,558199,1
9060,558200,3
9061,558201,2
9062,558203,2
9063,558204,4
9064,558232,2
9065,558233,4
9066,558234,4
9067,558235,2
9068,558237,3
9069,558240,3
9070,558241,1
9071,558242,4
9072,558246,1
9073,558247,4
9074,558248,4
9075,558259,2
9076,558260,3
9077,558262,16
9078,558263,16
9079,558264,1
9080,558265,4
9081,558271,2
9082,558293,3
9083,558294,3
9084,558295,4
9085,558310,1
9086,558311,16
9087,558314,1
9088,558315,2
9089,558316,3
9090,558317,3
9091,558319,4
9092,558321,1
9093,558325,2
9094,558328,2
9095,558330,4
9096,558331,4
9097,558332,1
9098,558333,4
9099,558334,27
9100,558335,4
9101,558336,2
9102,558337,4
9103,558338,1
9104,558339,3
9105,558341,1
9106,558348,2
9107,558350,1
9108,558351,2
9109,558355,3
9110,558356,3
9111,558358,3
9112,558362,4
9113,558363,3
9114,558365,2
9115,558366,2
9116,558367,3
9117,558368,4
9118,558370,1
9119,558371,2
9120,558372,2
9121,558375,3
9122,558382,3
9123,558383,1
9124,558384,3
9125,558385,4
9126,558387,4
9127,558389,2
9128,558390,2
9129,558416,4
9130,558418,2
9131,558419,3
9132,558420,2
9133,558421,4
9134,558430,1
9135,558432,2
9136,558435,2
9137,558437,4
9138,558440,3
9139,558441,3
9140,558442,3
9141,558443,4
9142,558447,1
9143,558452,1
9144,558454,1
9145,558455,4
9146,558456,2
9147,558458,4
9148,558459,4
9149,558460,3
9150,558461,4
9151,558462,3
9152,558467,2
9153,558470,2
9154,558472,3
9155,558473,1
9156,558474,4
9157,558475,2
9158,558478,4
9159,558479,2
9160,558480,2
9161,558481,4
9162,558483,2
9163,558484,1
9164,558485,3
9165,558501,1
9166,558523,3
9167,558524,4
9168,558526,3
9169,558527,4
9170,558528,2
9171,558529,2
9172,558532,3
9173,558533,2
9174,558534,4
9175,558535,4
9176,558536,32
9177,558537,32
9178,558538,1
9179,558539,1
9180,558540,2
9181,558542,1
9182,558552,3
9183,558554,4
9184,558555,3
9185,558556,3
9186,558557,4
9187,558558,3
9188,558560,4
9189,558561,2
9190,558562,3
9191,558563,4
9192,558564,3
9193,558565,1
9194,558566,1
9195,558567,3
9196,558568,4
9197,558569,4
9198,558570,3
9199,558571,2
9200,558572,2
9201,558573,4
9202,558574,1
9203,558608,26
9204,558610,4
9205,558611,2
9206,558612,1
9207,558614,3
9208,558616,3
9209,558619,1
9210,558620,3
9211,558621,1
9212,558622,4
9213,558623,29
9214,558624,2
9215,558625,3
9216,558626,26
9217,558627,1
9218,558628,26
9219,558629,3
9220,558630,1
9221,558631,1
9222,558632,4
9223,558633,3
9224,558634,2
9225,558635,1
9226,558636,2
9227,558637,3
9228,558638,2
9229,558639,7
9230,558641,1
9231,558642,1
9232,558643,3
9233,558647,3
9234,558653,3
9235,558671,3
9236,558679,3
9237,558680,1
9238,558681,2
9239,558682,3
9240,558683,2
9241,558685,4
9242,558686,3
9243,558687,27
9244,558696,3
9245,558697,4
9246,558699,27
9247,558700,4
9248,558701,3
9249,558702,3
9250,558703,1
9251,558704,2
9252,558705,2
9253,558706,2
9254,558707,2
9255,558708,4
9256,558709,1
9257,558710,1
9258,558711,4
9259,558713,3
9260,558714,2
9261,558717,26
9262,558718,2
9263,558719,3
9264,558720,4
9265,558721,4
9266,558729,2
9267,558731,2
9268,558734,4
9269,558737,4
9270,558738,2
9271,558740,4
9272,558746,4
9273,558747,2
9274,558748,1
9275,558749,4
9276,558750,2
9277,558751,4
9278,558752,2
9279,558754,4
9280,558755,4
9281,558756,1
9282,558757,3
9283,558758,4
9284,558759,4
9285,558760,1
9286,558761,1
9287,558762,1
9288,558763,4
9289,558765,4
9290,558766,3
9291,558767,4
9292,558768,2
9293,558769,1
9294,558770,2
9295,558771,3
9296,558772,4
9297,558773,4
9298,558774,2
9299,558775,2
9300,558776,3
9301,558777,1
9302,558778,4
9303,558779,1
9304,558808,2
9305,558809,2
9306,558810,3
9307,558811,4
9308,558812,4
9309,558813,27
9310,558814,1
9311,558835,1
9312,558837,3
9313,558860,2
9314,558861,3
9315,558862,1
9316,558863,2
9317,558867,2
9318,558868,1
9319,558869,2
9320,558870,3
9321,558871,9
9322,558872,3
9323,558873,2
9324,558874,2
9325,558875,3
9326,558876,1
9327,558877,4
9328,558878,3
9329,558879,1
9330,558880,4
9331,558881,26
9332,558885,4
9333,558886,2
9334,558887,2
9335,558888,2
9336,558891,4
9337,558892,3
9338,558893,3
9339,558894,2
9340,558896,2
9341,558900,1
9342,558902,1
9343,558904,2
9344,558906,3
9345,558908,2
9346,558909,1
9347,558910,2
9348,558911,4
9349,558912,3
9350,558916,2
9351,558917,4
9352,558918,3
9353,558919,4
9354,558920,1
9355,558921,3
9356,558922,1
9357,558923,3
9358,558924,4
9359,558925,4
9360,558926,2
9361,558927,4
9362,558933,4
9363,558959,1
9364,558963,3
9365,558964,4
9366,558970,4
9367,558990,3
9368,558991,3
9369,558992,4
9370,558993,3
9371,558994,4
9372,558995,4
9373,558996,2
9374,558999,3
9375,559000,2
9376,559001,1
9377,559005,2
9378,559006,3
9379,559009,1
9380,559011,3
9381,559013,3
9382,559014,2
9383,559015,1
9384,559016,3
9385,559017,2
9386,559018,3
9387,559020,3
9388,559021,3
9389,559023,3
9390,559024,3
9391,559025,2
9392,559026,1
9393,559027,1
9394,559028,2
9395,559032,1
9396,559034,2
9397,559035,3
9398,559036,27
9399,559038,3
9400,559039,3
9401,559040,1
9402,559041,4
9403,559042,3
9404,559043,3
9405,559044,4
9406,559045,4
9407,559046,2
9408,559047,3
9409,559050,1
9410,559051,1
9411,559052,1
9412,559055,3
9413,559056,2
9414,559057,4
9415,559058,29
9416,559060,4
9417,559061,4
9418,559062,3
9419,559063,1
9420,559064,2
9421,559068,4
9422,559070,4
9423,559091,1
9424,559092,3
9425,559095,4
9426,559096,2
9427,559097,1
9428,559098,2
9429,559106,3
9430,559107,3
9431,559108,1
9432,559109,1
9433,559110,4
9434,559112,2
9435,559120,3
9436,559121,2
9437,559122,1
9438,559123,2
9439,559124,3
9440,559125,3
9441,559126,4
9442,559127,4
9443,559128,4
9444,559129,1
9445,559130,4
9446,559131,3
9447,559132,1
9448,559133,3
9449,559134,27
9450,559135,9
9451,559138,1
9452,559139,4
9453,559141,4
9454,559142,1
9455,559143,1
9456,559144,2
9457,559145,8
9458,559146,3
9459,559148,9
9460,559150,1
9461,559151,1
9462,559152,2
9463,559153,2
9464,559154,3
9465,559155,1
9466,559156,3
9467,559157,2
9468,559158,2
9469,559160,1
9470,559161,4
9471,559162,1
9472,559163,1
9473,559164,2
9474,559165,3
9475,559167,3
9476,559168,1
9477,559169,3
9478,559170,4
9479,559171,3
9480,559172,4
9481,559173,9
9482,559174,1
9483,559185,1
9484,559187,9
9485,559199,1
9486,559200,2
9487,559201,4
9488,559202,4
9489,559203,3
9490,559204,3
9491,559205,4
9492,559206,4
9493,559237,2
9494,559254,2
9495,559256,2
9496,559289,4
9497,559293,1
9498,559295,29
9499,559297,2
9500,559298,26
9501,559299,1
9502,559300,26
9503,559301,2
9504,559302,3
9505,559304,3
9506,559305,3
9507,559306,1
9508,559307,2
9509,559308,4
9510,559310,1
9511,559311,1
9512,559312,1
9513,559313,4
9514,559315,1
9515,559316,26
9516,559317,3
9517,559318,3
9518,559320,4
9519,559321,3
9520,559322,2
9521,559323,4
9522,559324,1
9523,559325,4
9524,559326,3
9525,559327,4
9526,559328,3
9527,559329,3
9528,559330,1
9529,559331,1
9530,559332,4
9531,559336,4
9532,559337,2
9533,559338,3
9534,559339,1
9535,559340,2
9536,559341,4
9537,559342,2
9538,559343,1
9539,559346,1
9540,559349,2
9541,559350,2
9542,559352,4
9543,559353,3
9544,559354,3
9545,559355,3
9546,559356,2
9547,559357,1
9548,559358,4
9549,559359,3
9550,559360,2
9551,559361,1
9552,559362,26
9553,559363,3
9554,559364,2
9555,559366,4
9556,559367,1
9557,559368,3
9558,559369,2
9559,559370,3
9560,559371,4
9561,559372,7
9562,559401,2
9563,559418,27
9564,559419,2
9565,559420,1
9566,559421,26
9567,559422,27
9568,559424,2
9569,559436,2
9570,559441,27
9571,559455,1
9572,559456,2
9573,559457,1
9574,559458,4
9575,559459,3
9576,559460,3
9577,559462,3
9578,559463,4
9579,559464,2
9580,559465,1
9581,559466,4
9582,559469,2
9583,559471,3
9584,559472,3
9585,559477,2
9586,559488,1
9587,559489,2
9588,559490,1
9589,559491,1
9590,559492,1
9591,559493,3
9592,559494,3
9593,559496,4
9594,559497,1
9595,559499,4
9596,559501,2
9597,559504,4
9598,559505,4
9599,559506,4
9600,559507,4
9601,559508,3
9602,559509,2
9603,559510,4
9604,559512,2
9605,559513,2
9606,559514,3
9607,559515,1
9608,559516,4
9609,559517,4
9610,559518,2
9611,559519,4
9612,559520,4
9613,559521,2
9614,559522,2
9615,559523,4
9616,559524,2
9617,559525,4
9618,559526,4
9619,559527,1
9620,559528,2
9621,559529,2
9622,559532,3
9623,559535,4
9624,559536,2
9625,559537,2
9626,559538,1
9627,559539,2
9628,559541,4
9629,559542,2
9630,559543,1
9631,559544,2
9632,559545,1
9633,559546,3
9634,559547,1
9635,559548,4
9636,559549,3
9637,559550,1
9638,559551,3
9639,559552,2
9640,559553,3
9641,559554,2
9642,559556,3
9643,559605,1
9644,559606,4
9645,559607,27
9646,559609,1
9647,559629,2
9648,559636,4
9649,559637,1
9650,559638,2
9651,559639,1
9652,559640,2
9653,559641,1
9654,559652,2
9655,559653,3
9656,559654,1
9657,559656,1
9658,559658,3
9659,559660,1
9660,559661,3
9661,559662,1
9662,559665,9
9663,559668,1
9664,559669,2
9665,559671,4
9666,559672,4
9667,559673,3
9668,559674,4
9669,559676,1
9670,559677,1
9671,559678,1
9672,559679,1
9673,559680,25
9674,559682,4
9675,559684,1
9676,559685,27
9677,559686,3
9678,559687,1
9679,559688,2
9680,559689,4
9681,559690,4
9682,559691,1
9683,559692,2
9684,559693,3
9685,559694,3
9686,559696,3
9687,559697,3
9688,559698,1
9689,559699,27
9690,559700,1
9691,559701,2
9692,559702,4
9693,559703,2
9694,559704,27
9695,559706,4
9696,559707,31
9697,559708,2
9698,559709,1
9699,559710,26
9700,559711,3
9701,559715,1
9702,559733,2
9703,559745,2
9704,559746,4
9705,559751,1
9706,559768,1
9707,559774,1
9708,559782,27
9709,559783,3
9710,559784,4
9711,559790,4
9712,559791,1
9713,559793,4
9714,559794,4
9715,559795,3
9716,559796,1
9717,559797,26
9718,559798,26
9719,559799,1
9720,559800,4
9721,559801,2
9722,559802,4
9723,559804,2
9724,559805,4
9725,559806,4
9726,559807,4
9727,559809,3
9728,559810,1
9729,559811,1
9730,559812,2
9731,559813,3
9732,559814,2
9733,559815,2
9734,559816,3
9735,559817,1
9736,559818,1
9737,559819,27
9738,559821,2
9739,559822,2
9740,559823,4
9741,559824,2
9742,559826,1
9743,559827,4
9744,559828,3
9745,559831,1
9746,559834,14
9747,559836,2
9748,559861,3
9749,559862,13
9750,559863,3
9751,559864,3
9752,559865,1
9753,559866,1
9754,559872,1
9755,559876,4
9756,559877,1
9757,559878,1
9758,559879,2
9759,559881,3
9760,559883,1
9761,559884,1
9762,559885,2
9763,559886,1
9764,559887,4
9765,559888,2
9766,559889,27
9767,559890,29
9768,559893,3
9769,559894,2
9770,559895,2
9771,559896,3
9772,559897,3
9773,559898,4
9774,559899,26
9775,559900,3
9776,559901,4
9777,559902,4
9778,559903,3
9779,559904,1
9780,559905,1
9781,559906,2
9782,559907,13
9783,559909,1
9784,559910,1
9785,559911,3
9786,559912,4
9787,559913,3
9788,559914,4
9789,559916,2
9790,559918,2
9791,559919,32
9792,559920,32
9793,559921,1
9794,559922,2
9795,559923,2
9796,559924,2
9797,559925,4
9798,559926,4
9799,559927,4
9800,559929,4
9801,559930,1
9802,559931,4
9803,559932,4
9804,559933,3
9805,559934,2
9806,559935,4
9807,559936,3
9808,559937,2
9809,559938,3
9810,559940,3
9811,559941,4
9812,559942,2
9813,559944,2
9814,559948,22
9815,559951,1
9816,559979,2
9817,559980,1
9818,559981,2
9819,559982,1
9820,559984,2
9821,559985,4
9822,559986,2
9823,559987,26
9824,559988,4
9825,559989,3
9826,559990,3
9827,559991,2
9828,559993,2
9829,560010,3
9830,560018,2
9831,560024,3
9832,560025,2
9833,560026,3
9834,560032,3
9835,560033,32
9836,560034,2
9837,560035,3
9838,560038,26
9839,560042,3
9840,560047,2
9841,560048,4
9842,560049,4
9843,560050,3
9844,560051,1
9845,560052,4
9846,560053,2
9847,560078,2
9848,560079,1
9849,560080,3
9850,560086,2
9851,560087,4
9852,560088,2
9853,560089,4
9854,560090,2
9855,560093,3
9856,560094,3
9857,560095,2
9858,560096,2
9859,560097,4
9860,560098,2
9861,560101,4
9862,560102,3
9863,560103,3
9864,560104,1
9865,560105,1
9866,560106,4
9867,560107,4
9868,560108,2
9869,560109,1
9870,560115,4
9871,560117,2
9872,560118,3
9873,560119,14
9874,560120,1
9875,560121,2
9876,560122,2
9877,560125,4
9878,560145,3
9879,560180,3
9880,560181,1
9881,560182,3
9882,560183,3
9883,560184,4
9884,560185,4
9885,560186,4
9886,560188,2
9887,560190,2
9888,560191,3
9889,560199,4
9890,560200,1
9891,560201,3
9892,560202,26
9893,560203,2
9894,560204,1
9895,560205,2
9896,560207,1
9897,560209,2
9898,560210,2
9899,560211,26
9900,560212,2
9901,560222,4
9902,560223,2
9903,560224,1
9904,560225,2
9905,560229,2
9906,560230,26
9907,560231,3
9908,560232,1
9909,560233,3
9910,560234,1
9911,560235,2
9912,560236,3
9913,560237,1
9914,560238,4
9915,560239,1
9916,560240,1
9917,560241,3
9918,560244,2
9919,560245,7
9920,560246,4
9921,560247,2
9922,560248,4
9923,560249,3
9924,560250,1
9925,560251,3
9926,560252,3
9927,560253,1
9928,560254,4
9929,560255,1
9930,560256,1
9931,560257,3
9932,560258,4
9933,560259,4
9934,560260,3
9935,560261,4
9936,560262,2
9937,560263,4
9938,560264,3
9939,560265,3
9940,560266,3
9941,560267,3
9942,560268,4
9943,560269,4
9944,560270,1
9945,560271,3
9946,560272,27
9947,560273,1
9948,560274,3
9949,560275,2
9950,560276,3
9951,560277,3
9952,560278,1
9953,560279,3
9954,560280,4
9955,560281,3
9956,560282,4
9957,560284,2
9958,560285,1
9959,560286,2
9960,560287,2
9961,560288,1
9962,560290,2
9963,560291,3
9964,560292,2
9965,560293,2
9966,560294,1
9967,560295,4
9968,560296,1
9969,560297,4
9970,560298,1
9971,560299,1
9972,560302,3
9973,560305,1
9974,560355,4
9975,560356,1
9976,560357,1
9977,560359,2
9978,560360,10
9979,560361,4
9980,560362,2
9981,560363,27
9982,560364,3
9983,560366,2
9984,560367,1
9985,560368,2
9986,560381,2
9987,560382,3
9988,560383,3
9989,560385,1
9990,560387,1
9991,560392,3
9992,560393,2
9993,560394,2
9994,560397,2
9995,560398,27
9996,560410,1
9997,560412,4
9998,560415,2
9999,560416,2
10000,560417,1
10001,560422,2
10002,560426,2
10003,560432,1
10004,560433,4
10005,560434,3
10006,560437,1
10007,560441,1
10008,560442,4
10009,560443,4
10010,560444,4
10011,560447,4
10012,560448,3
10013,560449,2
10014,560450,3
10015,560452,27
10016,560453,3
10017,560454,4
10018,560469,3
10019,560473,32
10020,560483,2
10021,560491,32
10022,560499,2
10023,560500,1
10024,560501,4
10025,560503,1
10026,560504,1
10027,560523,1
10028,560527,1
10029,560535,2
10030,560536,1
10031,560537,1
10032,560538,1
10033,560539,4
10034,560544,26
10035,560545,26
10036,560546,1
10037,560547,3
10038,560548,3
10039,560551,1
10040,560552,4
10041,560553,3
10042,560554,2
10043,560555,2
10044,560557,4
10045,560562,4
10046,560566,26
10047,560567,3
10048,560568,2
10049,560569,26
10050,560570,2
10051,560571,1
10052,560576,2
10053,560577,3
10054,560579,4
10055,560580,1
10056,560581,1
10057,560584,4
10058,560586,4
10059,560587,3
10060,560590,26
10061,560591,1
10062,560592,1
10063,560595,1
10064,560596,4
10065,560597,1
10066,560598,2
10067,560601,1
10068,560602,4
10069,560603,2
10070,560604,2
10071,560605,4
10072,560606,1
10073,560607,9
10074,560634,1
10075,560635,26
10076,560640,4
10077,560641,3
10078,560642,3
10079,560644,4
10080,560646,2
10081,560648,2
10082,560650,4
10083,560686,1
10084,560688,2
10085,560689,3
10086,560690,3
10087,560691,1
10088,560692,4
10089,560693,4
10090,560694,13
10091,560695,1
10092,560696,4
10093,560697,1
10094,560698,2
10095,560700,4
10096,560701,1
10097,560710,16
10098,560711,2
10099,560712,3
10100,560713,1
10101,560714,3
10102,560715,3
10103,560716,4
10104,560718,2
10105,560720,4
10106,560721,2
10107,560723,2
10108,560724,2
10109,560725,4
10110,560726,1
10111,560727,4
10112,560728,26
10113,560729,3
10114,560731,4
10115,560732,3
10116,560734,2
10117,560736,3
10118,560742,2
10119,560754,2
10120,560755,2
10121,560772,1
10122,560773,2
10123,560775,2
10124,560776,3
10125,560777,1
10126,560778,1
10127,560779,4
10128,560780,1
10129,560781,3
10130,560782,4
10131,560790,3
10132,560791,4
10133,560792,4
10134,560805,2
10135,560807,3
10136,560820,4
10137,560821,2
10138,560824,3
10139,560826,4
10140,560827,4
10141,560828,1
10142,560829,2
10143,560833,1
10144,560834,1
10145,560839,4
10146,560841,3
10147,560843,4
10148,560844,1
10149,560845,4
10150,560853,1
10151,560854,1
10152,560856,3
10153,560858,2
10154,560859,4
10155,560861,1
10156,560862,2
10157,560863,3
10158,560864,3
10159,560865,1
10160,560868,2
10161,560870,4
10162,560871,4
10163,560872,2
10164,560873,4
10165,560875,1
10166,560876,26
10167,560878,1
10168,560879,4
10169,560881,1
10170,560882,4
10171,560883,4
10172,560884,2
10173,560885,1
10174,560886,4
10175,560887,1
10176,560888,4
10177,560891,3
10178,560892,2
10179,560893,4
10180,560895,3
10181,560896,4
10182,560897,3
10183,560901,26
10184,560906,4
10185,560908,3
10186,560911,2
10187,560913,1
10188,560914,2
10189,560915,1
10190,560917,1
10191,560918,2
10192,560919,3
10193,560920,4
10194,560921,3
10195,560924,4
10196,560925,1
10197,560926,2
10198,560927,1
10199,560928,2
10200,560929,4
10201,560930,4
10202,560931,3
10203,560934,2
10204,560937,3
10205,560938,2
10206,560942,3
10207,560972,1
10208,560974,4
10209,560975,4
10210,560976,3
10211,560977,1
10212,560978,2
10213,560979,4
10214,560980,2
10215,560988,1
10216,560989,2
10217,560991,15
10218,560992,1
10219,560993,4
10220,560994,1
10221,560995,4
10222,560996,3
10223,560997,26
10224,560998,4
10225,560999,3
10226,561000,4
10227,561001,4
10228,561002,4
10229,561003,3
10230,561004,2
10231,561005,4
10232,561006,2
10233,561007,4
10234,561008,1
10235,561009,4
10236,561010,3
10237,561020,4
10238,561021,4
10239,561022,4
10240,561023,1
10241,561024,4
10242,561025,1
10243,561026,1
10244,561027,3
10245,561028,3
10246,561029,27
10247,561030,1
10248,561031,4
10249,561032,2
10250,561033,3
10251,561034,4
10252,561035,2
10253,561036,3
10254,561037,26
10255,561038,2
10256,561039,3
10257,561040,32
10258,561042,2
10259,561043,4
10260,561044,4
10261,561045,3
10262,561046,1
10263,561048,1
10264,561050,1
10265,561051,2
10266,561052,2
10267,561054,1
10268,561056,2
10269,561057,3
10270,561058,3
10271,561060,4
10272,561062,2
10273,561063,20
10274,561064,3
10275,561065,3
10276,561066,2
10277,561067,3
10278,561068,2
10279,561070,3
10280,561071,2
10281,561072,1
10282,561073,2
10283,561074,1
10284,561075,2
10285,561076,2
10286,561077,4
10287,561078,4
10288,561079,2
10289,561080,3
10290,561081,3
10291,561084,4
10292,561085,1
10293,561087,3
10294,561088,3
10295,561089,4
10296,561090,2
10297,561091,3
10298,561092,2
10299,561093,9
10300,561094,26
10301,561095,1
10302,561096,3
10303,561097,2
10304,561098,4
10305,561099,3
10306,561100,3
10307,561105,1
10308,561106,1
10309,561109,4
10310,561111,2
10311,561112,1
10312,561113,4
10313,561114,4
10314,561115,1
10315,561116,7
10316,561118,3
10317,561119,1
10318,561120,4
10319,561125,3
10320,561128,1
10321,561132,1
10322,561147,3
10323,561170,4
10324,561189,1
10325,561190,1
10326,561191,4
10327,561192,4
10328,561193,4
10329,561194,26
10330,561195,1
10331,561196,2
10332,561197,2
10333,561199,4
10334,561200,1
10335,561201,3
10336,561202,4
10337,561203,4
10338,561204,4
10339,561205,1
10340,561206,4
10341,561207,3
10342,561208,1
10343,561209,4
10344,561214,4
10345,561217,1
10346,561218,1
10347,561219,1
10348,561220,3
10349,561221,4
10350,561222,4
10351,561223,3
10352,561224,3
10353,561226,4
10354,561228,32
10355,561231,4
10356,561236,4
10357,561241,3
10358,561242,1
10359,561243,4
10360,561244,1
10361,561245,3
10362,561246,1
10363,561247,4
10364,561258,4
10365,561259,21
10366,561280,3
10367,561284,4
10368,561288,1
10369,561295,1
10370,561314,1
10371,561320,1
10372,561321,2
10373,561322,3
10374,561324,2
10375,561325,2
10376,561329,4
10377,561330,4
10378,561331,2
10379,561332,7
10380,561333,1
10381,561334,4
10382,561352,1
10383,561353,1
10384,561355,2
10385,561356,1
10386,561359,4
10387,561360,2
10388,561363,4
10389,561366,3
10390,561367,3
10391,561369,4
10392,561371,2
10393,561378,2
10394,561381,1
10395,561382,4
10396,561383,4
10397,561384,3
10398,561385,3
10399,561387,4
10400,561388,20
10401,561389,3
10402,561390,4
10403,561391,1
10404,561393,1
10405,561394,3
10406,561395,1
10407,561396,2
10408,561397,1
10409,561398,1
10410,561399,3
10411,561430,3
10412,561453,2
10413,561455,1
10414,561462,1
10415,561463,2
10416,561465,4
10417,561466,4
10418,561467,1
10419,561468,26
10420,561470,27
10421,561473,1
10422,561474,1
10423,561485,2
10424,561488,2
10425,561502,1
10426,561507,29
10427,561508,2
10428,561509,4
10429,561511,4
10430,561512,3
10431,561513,3
10432,561514,1
10433,561515,4
10434,561516,3
10435,561517,4
10436,561518,3
10437,561519,1
10438,561520,2
10439,561521,1
10440,561522,3
10441,561528,1
10442,561529,4
10443,561530,1
10444,561531,3
10445,561532,1
10446,561533,4
10447,561534,3
10448,561535,1
10449,561537,1
10450,561542,2
10451,561544,3
10452,561570,2
10453,561583,26
10454,561584,2
10455,561585,4
10456,561592,3
10457,561593,2
10458,561595,4
10459,561597,2
10460,561599,2
10461,561600,1
10462,561601,3
10463,561602,1
10464,561603,2
10465,561605,1
10466,561607,3
10467,561610,4
10468,561611,1
10469,561614,3
10470,561615,4
10471,561616,4
10472,561617,2
10473,561618,1
10474,561624,1
10475,561625,1
10476,561626,4
10477,561627,31
10478,561630,2
10479,561632,1
10480,561633,1
10481,561634,1
10482,561635,3
10483,561636,1
10484,561637,1
10485,561641,1
10486,561642,4
10487,561643,4
10488,561644,2
10489,561646,1
10490,561647,1
10491,561648,2
10492,561650,3
10493,561651,2
10494,561653,3
10495,561654,3
10496,561655,4
10497,561656,1
10498,561657,2
10499,561658,3
10500,561659,4
10501,561661,1
10502,561662,29
10503,561664,3
10504,561669,9
10505,561670,2
10506,561671,3
10507,561672,2
10508,561675,4
10509,561676,2
10510,561677,1
10511,561678,3
10512,561679,4
10513,561680,2
10514,561683,1
10515,561685,4
10516,561686,4
10517,561687,2
10518,561688,2
10519,561689,3
10520,561690,1
10521,561691,3
10522,561692,4
10523,561693,2
10524,561694,4
10525,561695,4
10526,561696,4
10527,561697,4
10528,561698,4
10529,561699,1
10530,561700,3
10531,561701,2
10532,561702,3
10533,561704,2
10534,561705,4
10535,561706,1
10536,561707,1
10537,561708,4
10538,561709,1
10539,561710,2
10540,561711,3
10541,561712,2
10542,561713,2
10543,561714,2
10544,561715,2
10545,561719,1
10546,561732,4
10547,561743,3
10548,561750,3
10549,561773,4
10550,561774,4
10551,561783,2
10552,561794,1
10553,561795,27
10554,561796,1
10555,561797,4
10556,561799,3
10557,561800,1
10558,561801,4
10559,561802,1
10560,561803,2
10561,561804,1
10562,561806,1
10563,561807,4
10564,561808,3
10565,561811,4
10566,561813,1
10567,561814,1
10568,561815,1
10569,561816,2
10570,561817,3
10571,561818,3
10572,561819,4
10573,561820,4
10574,561857,4
10575,561858,2
10576,561860,4
10577,561861,3
10578,561862,1
10579,561863,2
10580,561864,3
10581,561865,4
10582,561866,2
10583,561867,3
10584,561868,2
10585,561869,4
10586,561871,1
10587,561872,2
10588,561873,4
10589,561874,1
10590,561875,3
10591,561876,2
10592,561877,2
10593,561878,1
10594,561879,1
10595,561880,1
10596,561881,2
10597,561882,1
10598,561883,3
10599,561884,2
10600,561885,3
10601,561887,1
10602,561888,2
10603,561889,1
10604,561890,8
10605,561891,1
10606,561892,3
10607,561893,4
10608,561894,1
10609,561895,3
10610,561896,4
10611,561897,3
10612,561898,7
10613,561899,3
10614,561900,4
10615,561902,8
10616,561903,2
10617,561904,1
10618,561905,1
10619,561906,2
10620,561907,3
10621,561908,3
10622,561909,3
10623,561910,3
10624,561911,26
10625,561912,3
10626,561913,2
10627,561914,2
10628,561915,2
10629,561917,3
10630,561922,3
10631,561923,1
10632,561925,4
10633,561926,1
10634,561928,2
10635,561933,4
10636,561936,4
10637,561952,1
10638,561955,2
10639,561967,3
10640,561968,4
10641,561969,3
10642,561995,3
10643,562002,1
10644,562011,4
10645,562014,1
10646,562015,4
10647,562018,1
10648,562019,3
10649,562021,1
10650,562023,4
10651,562024,2
10652,562025,4
10653,562029,3
10654,562031,1
10655,562032,23
10656,562033,3
10657,562034,29
10658,562035,26
10659,562036,1
10660,562037,4
10661,562038,26
10662,562039,27
10663,562040,4
10664,562042,3
10665,562043,2
10666,562045,26
10667,562046,7
10668,562047,2
10669,562049,3
10670,562053,1
10671,562085,1
10672,562087,2
10673,562088,1
10674,562092,3
10675,562093,3
10676,562094,3
10677,562095,4
10678,562096,4
10679,562098,3
10680,562099,3
10681,562100,4
10682,562101,2
10683,562102,2
10684,562104,3
10685,562105,3
10686,562106,2
10687,562107,2
10688,562108,4
10689,562109,4
10690,562112,3
10691,562113,3
10692,562114,4
10693,562120,1
10694,562123,1
10695,562125,4
10696,562127,1
10697,562128,3
10698,562129,4
10699,562130,14
10700,562131,4
10701,562132,2
10702,562133,4
10703,562136,3
10704,562137,26
10705,562138,4
10706,562140,1
10707,562141,4
10708,562143,3
10709,562145,2
10710,562146,1
10711,562148,2
10712,562150,3
10713,562152,3
10714,562153,3
10715,562156,4
10716,562157,3
10717,562158,3
10718,562161,3
10719,562162,1
10720,562163,2
10721,562166,3
10722,562173,4
10723,562199,2
10724,562200,3
10725,562201,2
10726,562202,2
10727,562203,2
10728,562204,1
10729,562205,1
10730,562207,27
10731,562208,4
10732,562209,3
10733,562210,2
10734,562211,3
10735,562213,3
10736,562214,2
10737,562216,3
10738,562217,2
10739,562218,2
10740,562219,2
10741,562220,2
10742,562222,3
10743,562224,1
10744,562225,2
10745,562233,1
10746,562256,2
10747,562257,2
10748,562258,1
10749,562259,1
10750,562260,2
10751,562261,2
10752,562262,3
10753,562263,2
10754,562264,3
10755,562269,4
